#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F
25, 0.00942478, 0.01562145, 0.41150357, 0.55587724, 0.39722061, 0.28141285
26, 0.00945590, 0.01588898, 0.41246864, 0.56108859, 0.40185292, 0.27446439
27, 0.00946222, 0.01473413, 0.40841536, 0.55008686, 0.40416908, 0.27099016
28, 0.00922084, 0.01539372, 0.41092453, 0.55935148, 0.40416908, 0.26925304
29, 0.00965211, 0.01555478, 0.41613588, 0.56108859, 0.41343370, 0.27388535
30, 0.00953988, 0.01600576, 0.41652191, 0.55587724, 0.41401274, 0.27967574
31, 0.00900882, 0.01371485, 0.41671492, 0.57035321, 0.39722061, 0.28257093
32, 0.00920358, 0.01549189, 0.42192627, 0.56861610, 0.40995947, 0.28720324
33, 0.00913900, 0.01808245, 0.41304767, 0.56108859, 0.40069485, 0.27735958
34, 0.00896304, 0.01607633, 0.42520749, 0.57266937, 0.41574986, 0.28720324
35, 0.00925838, 0.01574406, 0.42404941, 0.57266937, 0.40995947, 0.28951940
36, 0.00913290, 0.01693114, 0.41883806, 0.56282571, 0.41227562, 0.28141285
37, 0.01027550, 0.01876907, 0.41710095, 0.56629994, 0.41632889, 0.26867400
38, 0.01011585, 0.01878116, 0.42520749, 0.57209033, 0.42443544, 0.27909670
39, 0.00926049, 0.01511315, 0.42096120, 0.57324841, 0.40822235, 0.28141285
40, 0.01004240, 0.01456259, 0.40899440, 0.55008686, 0.39027215, 0.28662420
41, 0.00885858, 0.01468336, 0.41227562, 0.55529820, 0.38332368, 0.29820498
42, 0.00888292, 0.01521589, 0.40880139, 0.54834974, 0.39085119, 0.28720324
43, 0.00874519, 0.01417509, 0.40474812, 0.54371743, 0.38042849, 0.29009844
44, 0.00864611, 0.01397657, 0.40687126, 0.54255935, 0.38911407, 0.28894036
45, 0.00857794, 0.01456754, 0.40706427, 0.53966416, 0.39837869, 0.28314997
46, 0.00835730, 0.01406889, 0.40532716, 0.53097858, 0.38853503, 0.29646786
47, 0.00820712, 0.01533335, 0.40995947, 0.53503185, 0.39490446, 0.29994210
48, 0.00892162, 0.01328509, 0.41517082, 0.55529820, 0.40243196, 0.28778228
49, 0.00856898, 0.01369890, 0.41266165, 0.54371743, 0.41690793, 0.27735958
50, 0.00862402, 0.01547409, 0.40976645, 0.55066589, 0.39374638, 0.28488709
51, 0.00853641, 0.01471504, 0.41073152, 0.55066589, 0.40301100, 0.27851766
52, 0.00933054, 0.01374446, 0.40976645, 0.55645628, 0.38679792, 0.28604517
53, 0.00843973, 0.01404818, 0.40687126, 0.55008686, 0.37984945, 0.29067748
54, 0.00796409, 0.01382687, 0.41671492, 0.56224667, 0.40243196, 0.28546613
55, 0.00832899, 0.01531532, 0.40629222, 0.56340475, 0.37290098, 0.28257093
56, 0.00819419, 0.01564701, 0.40629222, 0.56340475, 0.37579618, 0.27967574
57, 0.00833276, 0.01360206, 0.40938043, 0.56629994, 0.37695426, 0.28488709
58, 0.00814635, 0.01313507, 0.41285466, 0.56050955, 0.39316734, 0.28488709
59, 0.00794498, 0.01161236, 0.40783633, 0.55471917, 0.38158657, 0.28720324
60, 0.00823188, 0.01369893, 0.41111754, 0.54545455, 0.39490446, 0.29299363
61, 0.00805127, 0.01250073, 0.40609921, 0.55356109, 0.38448176, 0.28025478
62, 0.00811918, 0.01272532, 0.40764331, 0.54950782, 0.37521714, 0.29820498
63, 0.00795446, 0.01309647, 0.41053851, 0.53734800, 0.38911407, 0.30515345
64, 0.00763821, 0.01476535, 0.40513414, 0.54834974, 0.36537348, 0.30167921
65, 0.00796593, 0.01371648, 0.40474812, 0.55008686, 0.37695426, 0.28720324
66, 0.00809876, 0.01507905, 0.40609921, 0.53908512, 0.38795599, 0.29125651
67, 0.00776981, 0.01329223, 0.40783633, 0.54487551, 0.38795599, 0.29067748
68, 0.00793395, 0.01087528, 0.40050183, 0.53213665, 0.38274464, 0.28662420
69, 0.00826251, 0.01457231, 0.40474812, 0.54082224, 0.37869137, 0.29473075
70, 0.00851706, 0.01237754, 0.40223895, 0.54661262, 0.38042849, 0.27967574
71, 0.00807037, 0.01302590, 0.40359004, 0.53966416, 0.37927041, 0.29183555
72, 0.00810282, 0.01226213, 0.40088786, 0.53792704, 0.36826867, 0.29646786
73, 0.00789851, 0.01133204, 0.40223895, 0.53329473, 0.37521714, 0.29820498
74, 0.00781101, 0.01234472, 0.40359004, 0.53676896, 0.37232195, 0.30167921
75, 0.00773429, 0.01447085, 0.40455511, 0.53792704, 0.38274464, 0.29299363
76, 0.00744212, 0.01468402, 0.40609921, 0.53329473, 0.38621888, 0.29878402
77, 0.00798870, 0.01587160, 0.39336036, 0.53329473, 0.35726694, 0.28951940
78, 0.00959441, 0.01492791, 0.40108087, 0.52750434, 0.38969311, 0.28604517
79, 0.00837750, 0.01245033, 0.39972978, 0.52634627, 0.38853503, 0.28430805
80, 0.00790576, 0.01253728, 0.40050183, 0.52866242, 0.38911407, 0.28372901
81, 0.00769133, 0.01092852, 0.39702760, 0.52113492, 0.39490446, 0.27504343
82, 0.00779426, 0.01205786, 0.40243196, 0.52692530, 0.40474812, 0.27562247
83, 0.00741059, 0.01216145, 0.39915074, 0.52171395, 0.39664157, 0.27909670
84, 0.00752260, 0.01098800, 0.39915074, 0.51592357, 0.39316734, 0.28836132
85, 0.00756742, 0.01135091, 0.39741363, 0.52229299, 0.38100753, 0.28894036
86, 0.00801566, 0.01106625, 0.38525381, 0.49797336, 0.37405906, 0.28372901
87, 0.00745023, 0.01288426, 0.38814901, 0.50318471, 0.37405906, 0.28720324
88, 0.00729220, 0.01066790, 0.39162324, 0.49971048, 0.37579618, 0.29936306
89, 0.00696440, 0.01006323, 0.39065817, 0.50492183, 0.37058483, 0.29646786
90, 0.00704933, 0.01320725, 0.39837869, 0.51302837, 0.38042849, 0.30167921
91, 0.00716788, 0.01096508, 0.39857170, 0.50434279, 0.38100753, 0.31036479
92, 0.00730589, 0.01107421, 0.40262498, 0.51418645, 0.38969311, 0.30399537
93, 0.00746141, 0.01230388, 0.40108087, 0.51129126, 0.39490446, 0.29704690
94, 0.00687059, 0.01118012, 0.40359004, 0.51244933, 0.39895773, 0.29936306
95, 0.00677622, 0.00938126, 0.40011581, 0.51939780, 0.39027215, 0.29067748
96, 0.00674976, 0.01093201, 0.39548350, 0.51129126, 0.38853503, 0.28662420
97, 0.00692441, 0.01091881, 0.39490446, 0.51129126, 0.39200926, 0.28141285
98, 0.00729956, 0.01257220, 0.39278132, 0.50665895, 0.38795599, 0.28372901
99, 0.00726067, 0.01029333, 0.39316734, 0.50897510, 0.39143023, 0.27909670
100, 0.00698414, 0.01065758, 0.39509747, 0.50897510, 0.38853503, 0.28778228
101, 0.00703473, 0.01110585, 0.38950010, 0.50781702, 0.37869137, 0.28199189
102, 0.00669153, 0.01178981, 0.38853503, 0.51013318, 0.37579618, 0.27967574
103, 0.00660294, 0.01079345, 0.39278132, 0.50086856, 0.39316734, 0.28430805
104, 0.00683067, 0.01054584, 0.39509747, 0.50318471, 0.39374638, 0.28836132
105, 0.00675589, 0.01106252, 0.39123721, 0.49739433, 0.38332368, 0.29299363
106, 0.00695495, 0.01058285, 0.39625555, 0.50144760, 0.39606254, 0.29125651
107, 0.00664816, 0.00915043, 0.39432542, 0.50723798, 0.38274464, 0.29299363
108, 0.00709406, 0.01073522, 0.40185292, 0.51244933, 0.39085119, 0.30225825
109, 0.00683625, 0.01084363, 0.39471145, 0.49160394, 0.38911407, 0.30341633
110, 0.00645108, 0.00979369, 0.39741363, 0.50376375, 0.38969311, 0.29878402
111, 0.00628364, 0.01028406, 0.39586952, 0.50028952, 0.38795599, 0.29936306
112, 0.00670007, 0.00982192, 0.39336036, 0.49855240, 0.38216561, 0.29936306
113, 0.00643614, 0.01006953, 0.40011581, 0.50202664, 0.39258830, 0.30573248
114, 0.00668941, 0.01017018, 0.39857170, 0.50550087, 0.39664157, 0.29357267
115, 0.00640871, 0.00993998, 0.39818568, 0.50665895, 0.38853503, 0.29936306
116, 0.00620073, 0.01068391, 0.40146690, 0.51476549, 0.40011581, 0.28951940
117, 0.00635465, 0.01008609, 0.39586952, 0.49392009, 0.39316734, 0.30052113
118, 0.00633034, 0.00990003, 0.39143023, 0.49565721, 0.38506080, 0.29357267
119, 0.00642088, 0.01047670, 0.38641189, 0.49044586, 0.36826867, 0.30052113
120, 0.00711674, 0.01020124, 0.39162324, 0.49276202, 0.38332368, 0.29878402
121, 0.00663250, 0.00973620, 0.39451843, 0.49507817, 0.38448176, 0.30399537
122, 0.00676708, 0.01089319, 0.39007914, 0.49507817, 0.38100753, 0.29415171
123, 0.00639101, 0.00941922, 0.38756997, 0.49565721, 0.36479444, 0.30225825
124, 0.00633157, 0.00988940, 0.39007914, 0.49855240, 0.37984945, 0.29183555
125, 0.00630414, 0.00939121, 0.39393939, 0.49797336, 0.36537348, 0.31847134
126, 0.00645031, 0.01343004, 0.39664157, 0.50260567, 0.38216561, 0.30515345
127, 0.00612580, 0.00980591, 0.39258830, 0.50202664, 0.37232195, 0.30341633
128, 0.00612693, 0.00968457, 0.39702760, 0.50260567, 0.37290098, 0.31557614
129, 0.00609068, 0.00907045, 0.39027215, 0.49565721, 0.36768964, 0.30746960
130, 0.00593905, 0.00917710, 0.39143023, 0.50028952, 0.37290098, 0.30110017
131, 0.00604794, 0.00882518, 0.38718394, 0.49855240, 0.37405906, 0.28894036
132, 0.00580286, 0.00952136, 0.39413241, 0.50086856, 0.39200926, 0.28951940
133, 0.00611719, 0.00931078, 0.39799267, 0.50781702, 0.38795599, 0.29820498
134, 0.00617005, 0.00921624, 0.39181625, 0.49334105, 0.39085119, 0.29125651
135, 0.00598830, 0.01047695, 0.39220228, 0.49971048, 0.38042849, 0.29646786
136, 0.00606229, 0.00958010, 0.38930708, 0.49276202, 0.38621888, 0.28894036
137, 0.00625698, 0.00979997, 0.39355337, 0.50260567, 0.40416908, 0.27388535
138, 0.00600487, 0.00882731, 0.39413241, 0.50434279, 0.39258830, 0.28546613
139, 0.00618010, 0.00949400, 0.39316734, 0.50028952, 0.39490446, 0.28430805
140, 0.00583007, 0.00872440, 0.38911407, 0.50086856, 0.38506080, 0.28141285
141, 0.00660887, 0.00903763, 0.38197259, 0.50202664, 0.36711060, 0.27678054
142, 0.00599015, 0.00895734, 0.38390272, 0.50086856, 0.38506080, 0.26577881
143, 0.00603781, 0.00816650, 0.38737695, 0.49739433, 0.38332368, 0.28141285
144, 0.00592015, 0.00994022, 0.38602586, 0.49044586, 0.38795599, 0.27967574
145, 0.00585468, 0.00882671, 0.39046516, 0.50376375, 0.38737695, 0.28025478
146, 0.00560335, 0.01036806, 0.39374638, 0.50086856, 0.39316734, 0.28720324
147, 0.00555628, 0.00953111, 0.39355337, 0.48928778, 0.40590620, 0.28546613
148, 0.00555503, 0.00838881, 0.39220228, 0.49102490, 0.40301100, 0.28257093
149, 0.00550604, 0.00915289, 0.38872804, 0.48176028, 0.40359004, 0.28083382
150, 0.00575344, 0.01115761, 0.39509747, 0.49449913, 0.41285466, 0.27793862
151, 0.00577837, 0.00833620, 0.39644856, 0.49392009, 0.40764331, 0.28778228
152, 0.00550475, 0.00884922, 0.39664157, 0.49855240, 0.39143023, 0.29994210
153, 0.00575393, 0.01005858, 0.39606254, 0.49797336, 0.39027215, 0.29994210
154, 0.00572358, 0.00815658, 0.39471145, 0.49739433, 0.38737695, 0.29936306
155, 0.00548920, 0.00911277, 0.39355337, 0.48870874, 0.38853503, 0.30341633
156, 0.00547808, 0.00892729, 0.38641189, 0.48523451, 0.38158657, 0.29241459
157, 0.00524870, 0.00907465, 0.38467477, 0.48233932, 0.37811233, 0.29357267
158, 0.00538113, 0.00761658, 0.38274464, 0.48581355, 0.38853503, 0.27388535
159, 0.00554841, 0.00856375, 0.38023548, 0.48060220, 0.37637522, 0.28372901
160, 0.00562768, 0.00983315, 0.38525381, 0.47423277, 0.38911407, 0.29241459
161, 0.00588969, 0.01022736, 0.38100753, 0.48233932, 0.37869137, 0.28199189
162, 0.00550382, 0.00952490, 0.37830535, 0.48060220, 0.37000579, 0.28430805
163, 0.00561807, 0.00812282, 0.38506080, 0.48291836, 0.38448176, 0.28778228
164, 0.00562679, 0.00752492, 0.37830535, 0.48291836, 0.37463810, 0.27735958
165, 0.00546866, 0.00843827, 0.38177958, 0.48176028, 0.38042849, 0.28314997
166, 0.00533161, 0.00791289, 0.37811233, 0.47886508, 0.37811233, 0.27735958
167, 0.00527390, 0.00835129, 0.37965644, 0.48176028, 0.38274464, 0.27446439
168, 0.00550190, 0.00797693, 0.38062150, 0.47133758, 0.37984945, 0.29067748
169, 0.00537822, 0.00953397, 0.37984945, 0.47249566, 0.38853503, 0.27851766
170, 0.00532040, 0.00806788, 0.37270797, 0.47191662, 0.37116387, 0.27504343
171, 0.00528807, 0.00769584, 0.36826867, 0.46496815, 0.36884771, 0.27099016
172, 0.00588397, 0.01009715, 0.37328701, 0.47307470, 0.36247829, 0.28430805
173, 0.00581713, 0.00762005, 0.37077784, 0.47481181, 0.38332368, 0.25419803
174, 0.00575797, 0.00823729, 0.37193592, 0.47828605, 0.37869137, 0.25883034
175, 0.00517446, 0.00868021, 0.36923374, 0.47307470, 0.37753329, 0.25709323
176, 0.00527268, 0.00926503, 0.37444509, 0.47307470, 0.38158657, 0.26867400
177, 0.00553970, 0.00748905, 0.37077784, 0.48118124, 0.37232195, 0.25883034
178, 0.00492157, 0.00729453, 0.37000579, 0.47423277, 0.37174291, 0.26404169
179, 0.00552412, 0.00922713, 0.37483111, 0.48176028, 0.37232195, 0.27041112
180, 0.00533736, 0.00778661, 0.36942675, 0.48060220, 0.36768964, 0.25998842
181, 0.00530357, 0.00808738, 0.37328701, 0.48697163, 0.36595252, 0.26693688
182, 0.00509904, 0.00813406, 0.37425207, 0.48118124, 0.37116387, 0.27041112
183, 0.00514911, 0.00699834, 0.37270797, 0.48291836, 0.37174291, 0.26346265
184, 0.00532678, 0.00726639, 0.37193592, 0.47712797, 0.35958309, 0.27909670
185, 0.00520664, 0.00796131, 0.37637522, 0.48349739, 0.36363636, 0.28199189
186, 0.00509402, 0.00736492, 0.38235862, 0.49276202, 0.36479444, 0.28951940
187, 0.00538782, 0.00769167, 0.38062150, 0.48697163, 0.36768964, 0.28720324
188, 0.00560701, 0.00707770, 0.38004246, 0.47770701, 0.37405906, 0.28836132
189, 0.00567913, 0.00796105, 0.38023548, 0.48118124, 0.37695426, 0.28257093
190, 0.00547774, 0.00790673, 0.37676124, 0.47423277, 0.37000579, 0.28604517
191, 0.00510865, 0.00666247, 0.37521714, 0.48002316, 0.36653156, 0.27909670
192, 0.00515183, 0.00869079, 0.37676124, 0.48581355, 0.36537348, 0.27909670
193, 0.00516396, 0.00725800, 0.37849836, 0.48870874, 0.36884771, 0.27793862
194, 0.00515434, 0.00892087, 0.37656823, 0.48291836, 0.37869137, 0.26809496
195, 0.00530114, 0.00854455, 0.37232195, 0.48060220, 0.36884771, 0.26751592
196, 0.00521930, 0.00851550, 0.38042849, 0.49044586, 0.36884771, 0.28199189
197, 0.00528791, 0.01047659, 0.37984945, 0.48639259, 0.37348002, 0.27967574
198, 0.00532610, 0.00728875, 0.38158657, 0.49160394, 0.37174291, 0.28141285
199, 0.00520337, 0.00693152, 0.38139355, 0.49160394, 0.37405906, 0.27851766
200, 0.00543851, 0.00924106, 0.38062150, 0.49218298, 0.36826867, 0.28141285
201, 0.00521553, 0.00688285, 0.38409573, 0.49218298, 0.37695426, 0.28314997
202, 0.00504177, 0.00802880, 0.38467477, 0.50086856, 0.37984945, 0.27330631
203, 0.00501127, 0.00679781, 0.38428875, 0.49449913, 0.37984945, 0.27851766
204, 0.00590851, 0.00806992, 0.37927041, 0.47770701, 0.38621888, 0.27388535
205, 0.00515019, 0.00980897, 0.37695426, 0.48755067, 0.37753329, 0.26577881
206, 0.00530257, 0.00753668, 0.37560317, 0.47423277, 0.37348002, 0.27909670
207, 0.00503241, 0.00673006, 0.38081451, 0.48697163, 0.37637522, 0.27909670
208, 0.00512743, 0.00810385, 0.37927041, 0.47944412, 0.37463810, 0.28372901
209, 0.00520805, 0.00795750, 0.38235862, 0.48407643, 0.37869137, 0.28430805
210, 0.00491092, 0.00839669, 0.38409573, 0.49449913, 0.37521714, 0.28257093
211, 0.00551055, 0.00733561, 0.37907740, 0.49739433, 0.36016213, 0.27967574
212, 0.00495249, 0.00794483, 0.38235862, 0.49797336, 0.37405906, 0.27504343
213, 0.00512032, 0.00738897, 0.38004246, 0.48349739, 0.39027215, 0.26635785
214, 0.00493409, 0.00770243, 0.37907740, 0.49392009, 0.37058483, 0.27272727
215, 0.00505577, 0.00927575, 0.37212893, 0.48060220, 0.36884771, 0.26693688
216, 0.00499326, 0.00669040, 0.37849836, 0.48233932, 0.38158657, 0.27156920
217, 0.00489023, 0.00920033, 0.38390272, 0.48060220, 0.38737695, 0.28372901
218, 0.00504662, 0.00753818, 0.38197259, 0.49102490, 0.38448176, 0.27041112
219, 0.00498752, 0.00721730, 0.37444509, 0.48407643, 0.36942675, 0.26983208
220, 0.00503149, 0.00752909, 0.38274464, 0.48986682, 0.38274464, 0.27562247
221, 0.00490996, 0.00769213, 0.37656823, 0.48233932, 0.37058483, 0.27678054
222, 0.00496457, 0.00669688, 0.37946342, 0.48465547, 0.36479444, 0.28894036
223, 0.00546366, 0.00726307, 0.37791932, 0.48349739, 0.37753329, 0.27272727
224, 0.00508273, 0.00679927, 0.38351670, 0.49681529, 0.37579618, 0.27793862
225, 0.00538936, 0.00681802, 0.37463810, 0.49392009, 0.37811233, 0.25188188
226, 0.00521791, 0.00748788, 0.37598919, 0.48812970, 0.38737695, 0.25246091
227, 0.00503169, 0.00850971, 0.37116387, 0.48407643, 0.37116387, 0.25825130
228, 0.00501797, 0.00654585, 0.36556649, 0.47539085, 0.36768964, 0.25361899
229, 0.00542719, 0.00754982, 0.36286431, 0.46902142, 0.37927041, 0.24030110
230, 0.00539165, 0.00725226, 0.37154989, 0.48176028, 0.37869137, 0.25419803
231, 0.00499994, 0.00748058, 0.37097086, 0.48176028, 0.38274464, 0.24840764
232, 0.00504012, 0.00672684, 0.37425207, 0.48812970, 0.38621888, 0.24840764
233, 0.00501285, 0.00737507, 0.37270797, 0.49102490, 0.38621888, 0.24088014
234, 0.00506025, 0.00683964, 0.36479444, 0.47654893, 0.37116387, 0.24667053
235, 0.00499151, 0.00625935, 0.36826867, 0.48581355, 0.36884771, 0.25014476
236, 0.00488922, 0.00689894, 0.36807566, 0.47539085, 0.37695426, 0.25188188
237, 0.00480442, 0.00688011, 0.37251496, 0.48523451, 0.37521714, 0.25709323
238, 0.00469608, 0.00699962, 0.37058483, 0.48060220, 0.37579618, 0.25535611
239, 0.00498510, 0.00801957, 0.36768964, 0.48002316, 0.37348002, 0.24956572
240, 0.00477349, 0.00686488, 0.36865470, 0.47133758, 0.38100753, 0.25361899
241, 0.00482345, 0.00661846, 0.36537348, 0.46902142, 0.37000579, 0.25709323
242, 0.00487034, 0.00749457, 0.36884771, 0.47423277, 0.36942675, 0.26288361
243, 0.00492187, 0.00753029, 0.36691758, 0.48233932, 0.35726694, 0.26114650
244, 0.00481293, 0.00715876, 0.36788265, 0.47596989, 0.36884771, 0.25883034
245, 0.00495627, 0.00639640, 0.37290098, 0.48465547, 0.37811233, 0.25593515
246, 0.00488326, 0.00761931, 0.37058483, 0.48465547, 0.37869137, 0.24840764
247, 0.00496144, 0.00798915, 0.36904073, 0.48523451, 0.37637522, 0.24551245
248, 0.00484562, 0.00772981, 0.36575951, 0.47770701, 0.37116387, 0.24840764
249, 0.00506670, 0.00675162, 0.36981278, 0.47944412, 0.37984945, 0.25014476
250, 0.00490919, 0.00683216, 0.36691758, 0.48118124, 0.37174291, 0.24782860
251, 0.00495054, 0.00615125, 0.36788265, 0.47191662, 0.37521714, 0.25651419
252, 0.00488065, 0.00659942, 0.37039182, 0.48523451, 0.37348002, 0.25246091
253, 0.00490977, 0.00611271, 0.36942675, 0.48002316, 0.36537348, 0.26288361
254, 0.00482913, 0.00663534, 0.37039182, 0.47423277, 0.38621888, 0.25072380
255, 0.00510685, 0.00759055, 0.36730361, 0.46844239, 0.37869137, 0.25477707
256, 0.00483529, 0.00682280, 0.36614553, 0.46612623, 0.37463810, 0.25767226
257, 0.00466814, 0.00679069, 0.36382938, 0.46265200, 0.37174291, 0.25709323
258, 0.00477241, 0.00691972, 0.36363636, 0.47133758, 0.35147655, 0.26809496
259, 0.00500365, 0.00764752, 0.36749662, 0.46670527, 0.36653156, 0.26925304
260, 0.00493487, 0.00782051, 0.36556649, 0.46438911, 0.36884771, 0.26346265
261, 0.00476822, 0.00705868, 0.36826867, 0.46786335, 0.36653156, 0.27041112
262, 0.00468743, 0.00836499, 0.36479444, 0.46960046, 0.37000579, 0.25477707
263, 0.00470532, 0.00631963, 0.36614553, 0.46612623, 0.37116387, 0.26114650
264, 0.00475877, 0.00677734, 0.37019880, 0.47133758, 0.37869137, 0.26056746
265, 0.00478639, 0.00693827, 0.37077784, 0.47770701, 0.37637522, 0.25825130
266, 0.00452801, 0.00651339, 0.37405906, 0.48233932, 0.38216561, 0.25767226
267, 0.00472202, 0.00747935, 0.37676124, 0.48176028, 0.38795599, 0.26056746
268, 0.00505783, 0.00857432, 0.37097086, 0.48755067, 0.37232195, 0.25303995
269, 0.00537027, 0.00836929, 0.37174291, 0.48291836, 0.38390272, 0.24840764
270, 0.00526542, 0.00690793, 0.37521714, 0.49334105, 0.39027215, 0.24203822
271, 0.00503961, 0.00850238, 0.37849836, 0.49623625, 0.39490446, 0.24435437
272, 0.00538058, 0.00724125, 0.37849836, 0.48928778, 0.39374638, 0.25246091
273, 0.00517604, 0.00831699, 0.37212893, 0.48697163, 0.38911407, 0.24030110
274, 0.00501560, 0.00867064, 0.38023548, 0.49449913, 0.39953677, 0.24667053
275, 0.00516271, 0.00790653, 0.37232195, 0.48176028, 0.38621888, 0.24898668
276, 0.00500136, 0.00691308, 0.37348002, 0.47770701, 0.39548350, 0.24724957
277, 0.00484936, 0.00761292, 0.37116387, 0.48581355, 0.37984945, 0.24782860
278, 0.00522264, 0.00673973, 0.37869137, 0.48639259, 0.39490446, 0.25477707
279, 0.00475757, 0.00703910, 0.38255163, 0.49797336, 0.39432542, 0.25535611
280, 0.00457873, 0.00666133, 0.37984945, 0.49739433, 0.38621888, 0.25593515
281, 0.00473040, 0.00733910, 0.38293766, 0.48870874, 0.39258830, 0.26751592
282, 0.00465336, 0.00716827, 0.37637522, 0.48233932, 0.37811233, 0.26867400
283, 0.00488867, 0.00745981, 0.37637522, 0.49044586, 0.37579618, 0.26288361
284, 0.00461699, 0.00631953, 0.37946342, 0.48986682, 0.38042849, 0.26809496
285, 0.00487959, 0.00726894, 0.37869137, 0.49102490, 0.37637522, 0.26867400
286, 0.00466026, 0.00781013, 0.37598919, 0.49449913, 0.36653156, 0.26693688
287, 0.00470855, 0.00713157, 0.37444509, 0.48986682, 0.37232195, 0.26114650
288, 0.00461232, 0.00727403, 0.37348002, 0.48523451, 0.37695426, 0.25825130
289, 0.00471112, 0.00690073, 0.37869137, 0.48755067, 0.37637522, 0.27214823
290, 0.00475116, 0.00681324, 0.37521714, 0.48581355, 0.37174291, 0.26809496
291, 0.00488769, 0.00714792, 0.37116387, 0.47944412, 0.36189925, 0.27214823
292, 0.00496763, 0.00695408, 0.37425207, 0.48986682, 0.37000579, 0.26288361
293, 0.00502234, 0.00781367, 0.37154989, 0.48581355, 0.37695426, 0.25188188
294, 0.00575337, 0.00795168, 0.36363636, 0.47886508, 0.36189925, 0.25014476
295, 0.00506946, 0.00632443, 0.36942675, 0.49160394, 0.36826867, 0.24840764
296, 0.00478184, 0.00753008, 0.37193592, 0.48928778, 0.37521714, 0.25130284
297, 0.00476962, 0.00767662, 0.36904073, 0.49044586, 0.36942675, 0.24724957
298, 0.00480189, 0.00654848, 0.37154989, 0.48639259, 0.38042849, 0.24782860
299, 0.00483152, 0.00677546, 0.37019880, 0.48233932, 0.37753329, 0.25072380
300, 0.00468917, 0.00632122, 0.37212893, 0.49623625, 0.37116387, 0.24898668
301, 0.00496809, 0.00649553, 0.37405906, 0.49160394, 0.38216561, 0.24840764
302, 0.00508105, 0.00794694, 0.37019880, 0.48812970, 0.37695426, 0.24551245
303, 0.00500756, 0.00613194, 0.36788265, 0.48581355, 0.37116387, 0.24667053
304, 0.00469907, 0.00620418, 0.36749662, 0.48291836, 0.37116387, 0.24840764
305, 0.00454501, 0.00656110, 0.36981278, 0.48523451, 0.37579618, 0.24840764
306, 0.00468391, 0.00658585, 0.36923374, 0.48060220, 0.37174291, 0.25535611
307, 0.00455247, 0.00756643, 0.36788265, 0.48118124, 0.36132021, 0.26114650
308, 0.00471724, 0.00751855, 0.37232195, 0.47886508, 0.37174291, 0.26635785
309, 0.00489816, 0.00711558, 0.37000579, 0.48349739, 0.37348002, 0.25303995
310, 0.00480865, 0.00673613, 0.36479444, 0.46960046, 0.37174291, 0.25303995
311, 0.00490533, 0.00666064, 0.36421540, 0.48176028, 0.36421540, 0.24667053
312, 0.00476419, 0.00680610, 0.36633854, 0.48523451, 0.36421540, 0.24956572
313, 0.00473065, 0.00658388, 0.36112720, 0.47365373, 0.36479444, 0.24493341
314, 0.00481248, 0.00628113, 0.36633854, 0.47481181, 0.37058483, 0.25361899
315, 0.00464452, 0.00655128, 0.36691758, 0.47886508, 0.37058483, 0.25130284
316, 0.00449937, 0.00781661, 0.36518047, 0.47828605, 0.37463810, 0.24261726
