#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F
116, 0.01154400, 0.01151736, 0.38512241, 0.46751412, 0.37288136, 0.31497175
117, 0.01196190, 0.01275461, 0.37382298, 0.44774011, 0.35734463, 0.31638418
118, 0.01150588, 0.01390104, 0.39077213, 0.47175141, 0.37853107, 0.32203390
119, 0.01280814, 0.01466198, 0.38418079, 0.44774011, 0.36299435, 0.34180791
120, 0.01187159, 0.01269591, 0.38512241, 0.44632768, 0.38135593, 0.32768362
121, 0.01093226, 0.01292415, 0.38794727, 0.45621469, 0.37853107, 0.32909605
122, 0.01149649, 0.01419570, 0.38841808, 0.46468927, 0.37994350, 0.32062147
123, 0.01127330, 0.01262765, 0.38841808, 0.46327684, 0.37853107, 0.32344633
124, 0.01130248, 0.01328331, 0.38135593, 0.45621469, 0.36723164, 0.32062147
125, 0.01116549, 0.01163900, 0.38182674, 0.46751412, 0.35310734, 0.32485876
126, 0.01146208, 0.01267834, 0.37853107, 0.47598870, 0.34887006, 0.31073446
127, 0.01135507, 0.01245612, 0.38559322, 0.47457627, 0.35875706, 0.32344633
128, 0.01166892, 0.01434139, 0.37193974, 0.46327684, 0.34180791, 0.31073446
129, 0.01155628, 0.01208594, 0.37570621, 0.46186441, 0.36299435, 0.30225989
130, 0.01100170, 0.01195249, 0.37711864, 0.44915254, 0.37005650, 0.31214689
131, 0.01130085, 0.01168014, 0.37711864, 0.45338983, 0.35875706, 0.31920904
132, 0.01117745, 0.01276219, 0.37617702, 0.45480226, 0.36299435, 0.31073446
133, 0.01189674, 0.01363348, 0.38418079, 0.46892655, 0.37005650, 0.31355932
134, 0.01106216, 0.01159510, 0.38041431, 0.45762712, 0.37005650, 0.31355932
135, 0.01144164, 0.01233322, 0.37335217, 0.45056497, 0.36864407, 0.30084746
136, 0.01104969, 0.01269485, 0.37382298, 0.46186441, 0.36158192, 0.29802260
137, 0.01083599, 0.01191178, 0.37711864, 0.44774011, 0.37005650, 0.31355932
138, 0.01076454, 0.01200060, 0.37335217, 0.45197740, 0.35875706, 0.30932203
139, 0.01108063, 0.01313430, 0.37476460, 0.45480226, 0.36016949, 0.30932203
140, 0.01023973, 0.01198009, 0.37335217, 0.45762712, 0.36016949, 0.30225989
141, 0.01099327, 0.01191892, 0.37429379, 0.46045198, 0.35875706, 0.30367232
142, 0.01124777, 0.01308960, 0.38041431, 0.46610169, 0.35169492, 0.32344633
143, 0.01110706, 0.01332682, 0.37382298, 0.46610169, 0.34322034, 0.31214689
144, 0.01167049, 0.01233402, 0.37382298, 0.47457627, 0.33333333, 0.31355932
145, 0.01097893, 0.01267947, 0.38418079, 0.48305085, 0.35451977, 0.31497175
146, 0.01045029, 0.01205273, 0.37664783, 0.47740113, 0.33898305, 0.31355932
147, 0.01069943, 0.01126110, 0.37570621, 0.47175141, 0.34180791, 0.31355932
148, 0.01082886, 0.01188512, 0.37382298, 0.46751412, 0.35028249, 0.30367232
149, 0.01066427, 0.01185181, 0.37947269, 0.46610169, 0.36440678, 0.30790960
150, 0.01063651, 0.01198610, 0.38559322, 0.47740113, 0.36299435, 0.31638418
151, 0.01099420, 0.01211591, 0.37288136, 0.45621469, 0.35310734, 0.30932203
152, 0.01062287, 0.01177851, 0.36911488, 0.44491525, 0.34887006, 0.31355932
153, 0.01048415, 0.01302815, 0.37617702, 0.46327684, 0.35593220, 0.30932203
154, 0.01032441, 0.01249976, 0.38041431, 0.47457627, 0.35734463, 0.30932203
155, 0.01082017, 0.01071171, 0.38653484, 0.48022599, 0.35875706, 0.32062147
156, 0.01057408, 0.01192945, 0.38323917, 0.46892655, 0.35875706, 0.32203390
157, 0.01094803, 0.01385216, 0.38700565, 0.46751412, 0.35593220, 0.33757062
158, 0.01037883, 0.01161441, 0.37853107, 0.45903955, 0.35734463, 0.31920904
159, 0.01146816, 0.01179956, 0.35969868, 0.44491525, 0.33192090, 0.30225989
160, 0.01105204, 0.01178008, 0.36299435, 0.44915254, 0.32909605, 0.31073446
161, 0.01065602, 0.01252304, 0.36864407, 0.46045198, 0.32909605, 0.31638418
162, 0.01029097, 0.01117014, 0.36723164, 0.45621469, 0.32203390, 0.32344633
163, 0.01030876, 0.01187688, 0.36676083, 0.46186441, 0.32203390, 0.31638418
164, 0.01111083, 0.01243895, 0.36158192, 0.44209040, 0.32768362, 0.31497175
165, 0.01065530, 0.01110421, 0.37099812, 0.44350282, 0.34887006, 0.32062147
166, 0.01066109, 0.01097552, 0.37099812, 0.44915254, 0.34039548, 0.32344633
167, 0.01003574, 0.01138401, 0.37711864, 0.44774011, 0.35734463, 0.32627119
168, 0.01000732, 0.01083454, 0.37005650, 0.44774011, 0.34745763, 0.31497175
169, 0.01049674, 0.01130236, 0.36864407, 0.44774011, 0.34039548, 0.31779661
170, 0.01033859, 0.01355254, 0.37758945, 0.46186441, 0.35169492, 0.31920904
171, 0.01046298, 0.01229112, 0.37617702, 0.46186441, 0.35028249, 0.31638418
172, 0.01017908, 0.01096049, 0.37052731, 0.45762712, 0.34322034, 0.31073446
173, 0.00993530, 0.01097340, 0.37241055, 0.45621469, 0.34745763, 0.31355932
174, 0.00977746, 0.01086104, 0.37382298, 0.45197740, 0.34887006, 0.32062147
175, 0.01026943, 0.01103686, 0.36629002, 0.45903955, 0.33615819, 0.30367232
176, 0.01000631, 0.01245996, 0.37005650, 0.45621469, 0.34322034, 0.31073446
177, 0.00972498, 0.01064181, 0.37052731, 0.46186441, 0.34322034, 0.30649718
178, 0.00971326, 0.01090577, 0.37429379, 0.47033898, 0.33615819, 0.31638418
179, 0.00997178, 0.01175314, 0.37335217, 0.47175141, 0.34039548, 0.30790960
180, 0.01035397, 0.01312957, 0.37570621, 0.46892655, 0.34180791, 0.31638418
181, 0.01042645, 0.01324485, 0.36817326, 0.45762712, 0.32909605, 0.31779661
182, 0.00968040, 0.01046463, 0.37429379, 0.45480226, 0.33615819, 0.33192090
183, 0.00990116, 0.01066579, 0.37711864, 0.45056497, 0.35169492, 0.32909605
184, 0.00968061, 0.00998196, 0.37288136, 0.46327684, 0.32627119, 0.32909605
185, 0.01047961, 0.01286339, 0.36487759, 0.45762712, 0.32203390, 0.31497175
186, 0.01015323, 0.01143022, 0.36581921, 0.46751412, 0.31214689, 0.31779661
187, 0.01033654, 0.01222817, 0.37099812, 0.45338983, 0.33333333, 0.32627119
188, 0.00965380, 0.01032092, 0.36393597, 0.45480226, 0.31214689, 0.32485876
189, 0.00959443, 0.01064073, 0.36205273, 0.46045198, 0.30932203, 0.31638418
190, 0.00975051, 0.01225344, 0.37099812, 0.47457627, 0.31638418, 0.32203390
191, 0.01045868, 0.01050477, 0.36770245, 0.45197740, 0.33050847, 0.32062147
192, 0.00996445, 0.01101767, 0.37335217, 0.45197740, 0.33192090, 0.33615819
193, 0.00976591, 0.01108936, 0.36487759, 0.44350282, 0.32203390, 0.32909605
194, 0.00963964, 0.01679896, 0.36864407, 0.45338983, 0.32203390, 0.33050847
195, 0.00960786, 0.01254777, 0.37523540, 0.46610169, 0.33050847, 0.32909605
196, 0.01004253, 0.01086230, 0.36487759, 0.44915254, 0.31638418, 0.32909605
197, 0.00976296, 0.01188490, 0.36723164, 0.45621469, 0.31497175, 0.33050847
198, 0.01047409, 0.01177858, 0.36958569, 0.45621469, 0.32627119, 0.32627119
199, 0.01025082, 0.01087478, 0.37193974, 0.46186441, 0.33050847, 0.32344633
200, 0.00949437, 0.01134451, 0.36676083, 0.45056497, 0.31920904, 0.33050847
201, 0.00937248, 0.01117131, 0.36487759, 0.45056497, 0.31920904, 0.32485876
202, 0.01015730, 0.01182802, 0.37382298, 0.46045198, 0.32768362, 0.33333333
203, 0.01013494, 0.01252321, 0.36158192, 0.44067797, 0.31779661, 0.32627119
204, 0.01043845, 0.01025224, 0.37146893, 0.46186441, 0.33050847, 0.32203390
205, 0.01017497, 0.01285252, 0.36346516, 0.44632768, 0.32627119, 0.31779661
206, 0.01164008, 0.01379607, 0.36911488, 0.44774011, 0.34604520, 0.31355932
207, 0.01061598, 0.01177247, 0.36299435, 0.45903955, 0.32344633, 0.30649718
208, 0.00997363, 0.01129926, 0.36958569, 0.46045198, 0.34180791, 0.30649718
209, 0.00990474, 0.01069725, 0.37193974, 0.45762712, 0.33757062, 0.32062147
210, 0.00956987, 0.01132607, 0.36817326, 0.47033898, 0.32627119, 0.30790960
211, 0.00943880, 0.01067142, 0.36534840, 0.45197740, 0.33757062, 0.30649718
212, 0.00951804, 0.00977146, 0.36346516, 0.46045198, 0.31214689, 0.31779661
213, 0.00935066, 0.01115899, 0.36252354, 0.46045198, 0.31214689, 0.31497175
214, 0.01059801, 0.01214046, 0.37664783, 0.48446328, 0.34039548, 0.30508475
215, 0.01051834, 0.01262257, 0.37476460, 0.47175141, 0.33757062, 0.31497175
216, 0.01087631, 0.01421431, 0.36534840, 0.46751412, 0.32768362, 0.30084746
217, 0.01004715, 0.01013118, 0.37853107, 0.48022599, 0.34180791, 0.31355932
218, 0.00948486, 0.01008704, 0.37146893, 0.46045198, 0.33757062, 0.31638418
219, 0.00952336, 0.00973775, 0.37241055, 0.46610169, 0.34322034, 0.30790960
220, 0.00971108, 0.01097892, 0.37288136, 0.46327684, 0.33474576, 0.32062147
221, 0.00939556, 0.01080140, 0.37193974, 0.46751412, 0.32909605, 0.31920904
222, 0.00895499, 0.01085160, 0.37476460, 0.47175141, 0.32768362, 0.32485876
223, 0.01012544, 0.01143291, 0.36958569, 0.46751412, 0.32627119, 0.31497175
224, 0.00985961, 0.01125523, 0.36817326, 0.46186441, 0.33333333, 0.30932203
225, 0.01007423, 0.01027120, 0.36346516, 0.45762712, 0.32344633, 0.30932203
226, 0.00989350, 0.01076690, 0.37146893, 0.45621469, 0.33757062, 0.32062147
227, 0.00924702, 0.00958048, 0.36770245, 0.45762712, 0.33333333, 0.31214689
228, 0.00940579, 0.01021066, 0.36817326, 0.47175141, 0.32768362, 0.30508475
229, 0.00905182, 0.00961636, 0.37523540, 0.48305085, 0.32909605, 0.31355932
230, 0.00908236, 0.01085879, 0.37193974, 0.48446328, 0.32344633, 0.30790960
231, 0.00931396, 0.01214505, 0.36487759, 0.46892655, 0.32627119, 0.29943503
232, 0.00940069, 0.01058604, 0.37335217, 0.47881356, 0.34039548, 0.30084746
233, 0.00946665, 0.01055123, 0.36534840, 0.46327684, 0.32909605, 0.30367232
234, 0.00927813, 0.01230371, 0.37429379, 0.47740113, 0.34604520, 0.29943503
235, 0.00926813, 0.01002545, 0.37288136, 0.48022599, 0.33898305, 0.29943503
236, 0.00970453, 0.01017573, 0.36676083, 0.48163842, 0.31779661, 0.30084746
237, 0.00888795, 0.00902615, 0.36629002, 0.45762712, 0.33757062, 0.30367232
238, 0.00909303, 0.00998042, 0.36629002, 0.46327684, 0.33192090, 0.30367232
239, 0.00895995, 0.01404988, 0.37711864, 0.47175141, 0.35028249, 0.30932203
240, 0.00946330, 0.01017209, 0.37005650, 0.47316384, 0.33474576, 0.30225989
241, 0.00980142, 0.01159261, 0.37476460, 0.48446328, 0.33757062, 0.30225989
242, 0.00928187, 0.01051152, 0.37711864, 0.49152542, 0.34604520, 0.29378531
243, 0.00882749, 0.01125963, 0.37382298, 0.48305085, 0.34463277, 0.29378531
244, 0.00888224, 0.00959945, 0.37146893, 0.46892655, 0.34039548, 0.30508475
245, 0.00878151, 0.01193524, 0.36817326, 0.47175141, 0.33192090, 0.30084746
246, 0.00967887, 0.01091746, 0.37288136, 0.47175141, 0.33333333, 0.31355932
247, 0.00961315, 0.01144914, 0.37664783, 0.47316384, 0.34180791, 0.31497175
248, 0.00856079, 0.01050531, 0.37429379, 0.46751412, 0.34887006, 0.30649718
249, 0.00884630, 0.01001793, 0.37193974, 0.46327684, 0.34180791, 0.31073446
250, 0.00901873, 0.01084659, 0.37335217, 0.47033898, 0.34604520, 0.30367232
251, 0.00904976, 0.01135284, 0.36958569, 0.46186441, 0.33757062, 0.30932203
252, 0.00969271, 0.01322755, 0.37193974, 0.45903955, 0.33898305, 0.31779661
253, 0.00984331, 0.01011723, 0.36581921, 0.45338983, 0.34887006, 0.29519774
254, 0.00912962, 0.01020950, 0.37193974, 0.46186441, 0.34887006, 0.30508475
255, 0.00882897, 0.00973332, 0.37005650, 0.45762712, 0.35169492, 0.30084746
256, 0.00874316, 0.00944653, 0.36676083, 0.45480226, 0.34322034, 0.30225989
257, 0.00874485, 0.00887066, 0.36864407, 0.46186441, 0.33333333, 0.31073446
258, 0.00892400, 0.01064920, 0.36440678, 0.44774011, 0.33333333, 0.31214689
259, 0.00927077, 0.01040503, 0.35593220, 0.45480226, 0.29943503, 0.31355932
260, 0.00919353, 0.01195702, 0.36016949, 0.45480226, 0.31214689, 0.31355932
261, 0.00899007, 0.01000482, 0.35687382, 0.46186441, 0.30367232, 0.30508475
262, 0.00936741, 0.01169989, 0.36205273, 0.46751412, 0.31497175, 0.30367232
263, 0.00886217, 0.01111760, 0.35828625, 0.45621469, 0.31497175, 0.30367232
264, 0.00880480, 0.00993956, 0.35781544, 0.44915254, 0.31638418, 0.30790960
265, 0.00857858, 0.01004952, 0.36299435, 0.45903955, 0.31638418, 0.31355932
266, 0.00932614, 0.01005181, 0.35828625, 0.46186441, 0.31779661, 0.29519774
267, 0.00867990, 0.01204971, 0.35310734, 0.45056497, 0.31214689, 0.29661017
268, 0.00889109, 0.00957214, 0.36346516, 0.46045198, 0.31497175, 0.31497175
269, 0.00904554, 0.01041022, 0.35404896, 0.44774011, 0.31073446, 0.30367232
270, 0.00864844, 0.01015076, 0.35028249, 0.43361582, 0.31497175, 0.30225989
271, 0.00861668, 0.01140939, 0.35969868, 0.45480226, 0.32062147, 0.30367232
272, 0.00912493, 0.01039046, 0.36581921, 0.45762712, 0.33192090, 0.30790960
273, 0.00931459, 0.00972247, 0.36629002, 0.46186441, 0.32627119, 0.31073446
274, 0.00885646, 0.00921834, 0.36252354, 0.45338983, 0.31920904, 0.31497175
275, 0.00864772, 0.01019535, 0.35969868, 0.46610169, 0.30649718, 0.30649718
276, 0.00844631, 0.00963162, 0.35828625, 0.44774011, 0.31497175, 0.31214689
277, 0.00879295, 0.00977532, 0.35310734, 0.44774011, 0.30225989, 0.30932203
278, 0.00909539, 0.00939287, 0.36346516, 0.45480226, 0.32062147, 0.31497175
279, 0.00924004, 0.01005876, 0.35499058, 0.44067797, 0.32062147, 0.30367232
280, 0.00908754, 0.00932920, 0.35828625, 0.45621469, 0.31355932, 0.30508475
281, 0.00860120, 0.00987168, 0.35216573, 0.45338983, 0.29802260, 0.30508475
282, 0.00876315, 0.01019685, 0.35216573, 0.44915254, 0.30508475, 0.30225989
283, 0.00881472, 0.00948447, 0.35357815, 0.45056497, 0.29802260, 0.31214689
284, 0.00881480, 0.00933163, 0.35687382, 0.46045198, 0.31497175, 0.29519774
285, 0.00860280, 0.01024082, 0.35640301, 0.45056497, 0.31497175, 0.30367232
286, 0.00919268, 0.01355699, 0.35593220, 0.45056497, 0.31497175, 0.30225989
287, 0.00857695, 0.01059953, 0.35122411, 0.45056497, 0.30225989, 0.30084746
288, 0.00864032, 0.00951140, 0.35122411, 0.44209040, 0.31073446, 0.30084746
289, 0.00842017, 0.01122184, 0.35075330, 0.44350282, 0.30508475, 0.30367232
290, 0.00903771, 0.01058972, 0.34839925, 0.44209040, 0.29802260, 0.30508475
291, 0.00858902, 0.01049944, 0.35216573, 0.44350282, 0.30084746, 0.31214689
292, 0.00871184, 0.01086462, 0.35828625, 0.45480226, 0.30367232, 0.31638418
293, 0.00900793, 0.01004312, 0.34981168, 0.43502825, 0.30225989, 0.31214689
294, 0.00868558, 0.00940034, 0.34274953, 0.43079096, 0.29096045, 0.30649718
295, 0.00846817, 0.00892838, 0.33851224, 0.41807910, 0.29237288, 0.30508475
296, 0.00819686, 0.00873127, 0.33945386, 0.41807910, 0.29237288, 0.30790960
297, 0.00824434, 0.00996524, 0.33898305, 0.41525424, 0.29237288, 0.30932203
298, 0.00837925, 0.01114342, 0.33898305, 0.41242938, 0.29378531, 0.31073446
299, 0.00859616, 0.01033729, 0.33851224, 0.41807910, 0.28672316, 0.31073446
300, 0.00896463, 0.01134186, 0.34039548, 0.40960452, 0.29802260, 0.31355932
301, 0.00896989, 0.01075255, 0.34369115, 0.42090395, 0.29237288, 0.31779661
302, 0.00856058, 0.01016142, 0.34745763, 0.43361582, 0.29237288, 0.31638418
303, 0.00881065, 0.00965077, 0.35028249, 0.44774011, 0.28531073, 0.31779661
304, 0.00824645, 0.00949730, 0.35028249, 0.44209040, 0.29237288, 0.31638418
305, 0.00833146, 0.01004278, 0.34698682, 0.42796610, 0.29519774, 0.31779661
306, 0.00842834, 0.00947659, 0.34698682, 0.43785311, 0.29096045, 0.31214689
307, 0.00890757, 0.01082508, 0.33851224, 0.42090395, 0.27824859, 0.31638418
308, 0.00910803, 0.00964257, 0.34839925, 0.42514124, 0.29519774, 0.32485876
309, 0.00817072, 0.00953007, 0.34745763, 0.40960452, 0.30649718, 0.32627119
310, 0.00910884, 0.01117400, 0.34463277, 0.40960452, 0.29096045, 0.33333333
311, 0.00917727, 0.01399407, 0.35781544, 0.43361582, 0.30932203, 0.33050847
312, 0.00893628, 0.01017253, 0.35263653, 0.43079096, 0.30508475, 0.32203390
313, 0.00891133, 0.01115591, 0.35122411, 0.42796610, 0.30084746, 0.32485876
314, 0.00936942, 0.01064148, 0.35028249, 0.42514124, 0.30225989, 0.32344633
315, 0.00876959, 0.00979803, 0.34416196, 0.42231638, 0.30367232, 0.30649718
316, 0.00901816, 0.01215511, 0.34745763, 0.41807910, 0.30932203, 0.31497175
